projectname,classification,preprocess_comments
jEdit-4.2,0,note that firstlin lastlin loop doe not execut
jEdit-4.2,0,
jEdit-4.2,0,the lock our declar namespac thi refer the method case class it class instanc
jEdit-4.2,0,
jEdit-4.2,0,contentinsert method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,setbuff method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,mousedrag method
jEdit-4.2,0,
jEdit-4.2,0,becaus cliprect height usual even multipl font height subtract from it otherwis one too mani line will alway paint
jEdit-4.2,0,
jEdit-4.2,0,getfoldlinestyl method
jEdit-4.2,0,
jEdit-4.2,0,comput true non rel max stack size thi block
jEdit-4.2,0,
jEdit-4.2,0,set untyp variabl untyp param
jEdit-4.2,0,
jEdit-4.2,0,paintvalidlin method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,review thi horribl ineffici but ensur that properli skip over byte via tarbuff
jEdit-4.2,0,
jEdit-4.2,0,write simpl script
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,vf constructor
jEdit-4.2,0,
jEdit-4.2,0,thi should not happen with checkonli true
jEdit-4.2,0,
jEdit-4.2,0,remov constructor
jEdit-4.2,0,
jEdit-4.2,0,unwrap target except interfac declar that throw will deliv not will wrap undeclaredthrow
jEdit-4.2,0,
jEdit-4.2,0,unloadpluginjar method
jEdit-4.2,0,
jEdit-4.2,0,noth enter show search and replac dialog box
jEdit-4.2,0,
jEdit-4.2,0,precontentremov method
jEdit-4.2,0,
jEdit-4.2,0,thi will result slight speed up sinc don need read dtd anyway aelfr non valid
jEdit-4.2,0,
jEdit-4.2,0,cwd not implement thi version
jEdit-4.2,0,
jEdit-4.2,0,super
jEdit-4.2,0,
jEdit-4.2,0,bgen jjtree castexpress
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,evalu our prefix need evalu first if thi first evalu our prefix mayb node directli from primaryprefix eval object if it lh resolv valu note the ambigu name construct now necessari where node may ambigu name thi becom common might want make static method nodetoobject someth the point that can just eval need direct evalu the context sensit type result name object class etc
jEdit-4.2,0,
jEdit-4.2,0,byte block header valu chosen arbitrarili bit valu doe not realli give strong enough guarante that valu will not appear chanc compress datastream worst case probabl thi event block about bit bit and bit for compress file size gb about block onli bit marker will do nb normal compress decompress not reli these statist properti they onli import when tri recov block from damag file
jEdit-4.2,0,
jEdit-4.2,0,set snapshot current input sourc
jEdit-4.2,0,
jEdit-4.2,0,in close
jEdit-4.2,0,
jEdit-4.2,0,addinstal method
jEdit-4.2,0,
jEdit-4.2,0,write method
jEdit-4.2,0,
jEdit-4.2,0,startplugin method
jEdit-4.2,0,
jEdit-4.2,0,uninit method
jEdit-4.2,0,privat member
jEdit-4.2,0,menudeselect method
jEdit-4.2,0,init method
jEdit-4.2,0,showfileact class
jEdit-4.2,0,equal method
jEdit-4.2,0,buffer undecod raw byte input
jEdit-4.2,0,dispos method
jEdit-4.2,0,cach fact that thi static method invoc thi class
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,class
jEdit-4.2,0,
jEdit-4.2,0,invok method thi invokemethod name class sig boolean
jEdit-4.2,0,
jEdit-4.2,0,use custom jradiobutton subclass that return fals that user can tab from search field replac field with one keystrok
jEdit-4.2,0,
jEdit-4.2,0,skip instruct
jEdit-4.2,0,
jEdit-4.2,0,end prev expand rang
jEdit-4.2,0,
jEdit-4.2,0,paintlin method
jEdit-4.2,0,
jEdit-4.2,0,assign actual code tabl
jEdit-4.2,0,
jEdit-4.2,0,thi constructor valu hash tabl
jEdit-4.2,0,
jEdit-4.2,0,avoid ani problem compon ad remov while messag be sent
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,synchron
jEdit-4.2,0,
jEdit-4.2,0,pass redistribut free space
jEdit-4.2,0,pass layout compon
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,ok method
jEdit-4.2,0,
jEdit-4.2,0,case save geometri too small
jEdit-4.2,0,thi point we definit evalu rel to base
jEdit-4.2,0,valuechang method
jEdit-4.2,0,cancel method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,ok method
jEdit-4.2,0,macro
jEdit-4.2,0,selectpan method
jEdit-4.2,0,thi will fire properti chang event
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,optionsdialog constructor
jEdit-4.2,0,not class or variabl per abov
jEdit-4.2,0,
jEdit-4.2,0,keep ad part until have class
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,updates method
jEdit-4.2,0,optiontreemodel class
jEdit-4.2,0,previou round produc null
jEdit-4.2,0,instanc variabl
jEdit-4.2,0,privat member
jEdit-4.2,0,
jEdit-4.2,0,soft tab
jEdit-4.2,0,
jEdit-4.2,0,getfontproperti method
jEdit-4.2,0,not found we have add it
jEdit-4.2,0,privat member
jEdit-4.2,0,thi model may not chang tablecelleditor
jEdit-4.2,0,setfont new
jEdit-4.2,0,do some basic valid check
jEdit-4.2,0,cancel method
jEdit-4.2,0,paintcompon method
jEdit-4.2,0,actionhandl class
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,line separ
jEdit-4.2,0,
jEdit-4.2,0,return fals such pane exist call with null param select first option pane found
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,indent size
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,previou round produc void
jEdit-4.2,0,
jEdit-4.2,0,fold mode
jEdit-4.2,0,have grow bucket
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,fontselector constructor
jEdit-4.2,0,
jEdit-4.2,0,wrap mode
jEdit-4.2,0,find enclos class instanc space class name
jEdit-4.2,0,class qualifi refer from inner class thi
jEdit-4.2,0,
jEdit-4.2,0,privat member
jEdit-4.2,0,stop there more tupl
jEdit-4.2,0,method
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,stop when hit null index
jEdit-4.2,0,fontselectordialog constructor
jEdit-4.2,0,
jEdit-4.2,0,init method
jEdit-4.2,0,fontselectordialog constructor
jEdit-4.2,0,they same length check match loop finish will contain current bucket posit
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,discard key event workaround
jEdit-4.2,0,updatetext method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,ok method
jEdit-4.2,0,getzipfil method
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,instanc variabl
jEdit-4.2,0,get bucket
jEdit-4.2,0,updatepreview method
jEdit-4.2,0,addtransl method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,listhandl class
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,getfontlist method
jEdit-4.2,0,
jEdit-4.2,0,fontselectordialog constructor
jEdit-4.2,0,getselectedfont method
jEdit-4.2,0,font
jEdit-4.2,0,remov method
jEdit-4.2,0,translatekeyev method
jEdit-4.2,0,error
jEdit-4.2,0,get previou context see note thi class
jEdit-4.2,0,inner class
jEdit-4.2,0,
jEdit-4.2,0,parsekey method
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,static field
jEdit-4.2,0,inner class
jEdit-4.2,0,length access array
jEdit-4.2,0,super now closur super class instanc
jEdit-4.2,0,not system classpath
jEdit-4.2,0,get here have fail
jEdit-4.2,0,not field
jEdit-4.2,0,
jEdit-4.2,0,privat member
jEdit-4.2,0,
jEdit-4.2,0,earli return
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,privat member
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,bgen jjtree returnstat
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,getborderinset method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,show method
jEdit-4.2,0,
jEdit-4.2,0,remov last compon remov border
jEdit-4.2,0,resizemousehandl class
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,regist method
jEdit-4.2,0,
jEdit-4.2,0,getcurr method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,creat button
jEdit-4.2,0,
jEdit-4.2,0,key class
jEdit-4.2,0,showmostrec method
jEdit-4.2,0,setdimens method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,defer whoever load such jshell echidna etc
jEdit-4.2,0,unregist method
jEdit-4.2,0,
jEdit-4.2,0,button box setup
jEdit-4.2,0,getdimens method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,do instanceof next node type
jEdit-4.2,0,
jEdit-4.2,0,paintbord method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,sortdock method
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,getdock method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,menumousehandl class
jEdit-4.2,0,rememb most recent dockabl
jEdit-4.2,0,
jEdit-4.2,0,privat member
jEdit-4.2,0,paintvertbord method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,case
jEdit-4.2,0,dockablepanel class
jEdit-4.2,0,tri straightforward class name first
jEdit-4.2,0,
jEdit-4.2,0,minimumlayouts method
jEdit-4.2,0,painthorizbord method
jEdit-4.2,0,isborderopaqu method
jEdit-4.2,0,var mean untyp return null class
jEdit-4.2,0,dockbord constructor
jEdit-4.2,0,layoutcontain method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,updatecolor method
jEdit-4.2,0,null interpret and callstack refer class onli resolut should not requir them
jEdit-4.2,0,simpl non compound variabl assign
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,couldn resolv
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,geticonwidth method
jEdit-4.2,0,
jEdit-4.2,0,autoallocthi
jEdit-4.2,0,painticon method
jEdit-4.2,0,field foo bar
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,height
jEdit-4.2,0,
jEdit-4.2,0,dockablepanel constructor
jEdit-4.2,0,noth close box
jEdit-4.2,0,rotat
jEdit-4.2,0,privat member
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,left
jEdit-4.2,0,getresourc method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,found non backslash char
jEdit-4.2,0,mousereleas method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,we print our banner use eval string order to exercis parser and get basic express class load thi amelior delay after type first statement
jEdit-4.2,0,
jEdit-4.2,0,primit number void not normal but intern use we test true class instanceof bsh primit will true
jEdit-4.2,0,
jEdit-4.2,0,thi will result slight speed up sinc don need read dtd anyway aelfr non valid
jEdit-4.2,0,
jEdit-4.2,0,top
jEdit-4.2,0,getvirtualwidth method
jEdit-4.2,0,convers type descriptor
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,getresourceaspath method
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,collaps
jEdit-4.2,0,left
jEdit-4.2,0,
jEdit-4.2,0,dissallow assign magic field
jEdit-4.2,0,right
jEdit-4.2,0,thi somethistyp
jEdit-4.2,0,
jEdit-4.2,0,finish eval and it class
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,can happen
jEdit-4.2,0,right
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,getproperti method
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,object java lang wrapper boolean char number type
jEdit-4.2,0,altern oper if re no bk vbar newlin if re newlin alt not avail re limit op set
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,field control flow graph analysi algorithm use comput maximum stack size control flow graph contain one node per basic block and one edg per jump from one basic block anoth each node each basic block repres label object that correspond first instruct thi basic block each node also store list it successor graph link list edg object
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,noth
jEdit-4.2,0,regist method
jEdit-4.2,0,
jEdit-4.2,0,enhancedmenuitem constructor
jEdit-4.2,0,start copi left
jEdit-4.2,0,
jEdit-4.2,0,can happen
jEdit-4.2,0,privat member
jEdit-4.2,0,begin cach result structur these optim
jEdit-4.2,0,reflecterror
jEdit-4.2,0,insert method
jEdit-4.2,0,
jEdit-4.2,0,enhanceddialog implement
jEdit-4.2,0,setborderpaint method
jEdit-4.2,0,thi one onli find public and interfac etc
jEdit-4.2,0,getminimums method
jEdit-4.2,0,unregist method
jEdit-4.2,0,
jEdit-4.2,0,overflow charact from last data chunk
jEdit-4.2,0,saniti check dure develop
jEdit-4.2,0,definit node construct from specifi number of children that number node pop from stack and made children definit node then definit node push stack
jEdit-4.2,0,tri explicitli import class import foo bar
jEdit-4.2,0,don thi static sinc need jedit initmisc run first have jeditresourc protocol
jEdit-4.2,0,recordmacro method
jEdit-4.2,0,valu null default null unset user prop els set user prop els default equal valu ignor default doesn equal valu set user
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,mousehandl class
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,logview constructor
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,setproperti method
jEdit-4.2,0,unsetproperti method
jEdit-4.2,0,first element abbrev itself
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,privat member
jEdit-4.2,0,getvirtualwidth method
jEdit-4.2,0,keyhandl class
jEdit-4.2,0,privat member
jEdit-4.2,0,privat member
jEdit-4.2,0,listen interfac
jEdit-4.2,0,init method
jEdit-4.2,0,addkeybind method
jEdit-4.2,0,privat member
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,actionhandl class
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,listhandl class
jEdit-4.2,0,rolloverbutton constructor
jEdit-4.2,0,addnotifi method
jEdit-4.2,0,seten method
jEdit-4.2,0,subexpress depend re no bk paren
jEdit-4.2,0,loadifnecessari method
jEdit-4.2,0,implement codevisitor interfac
jEdit-4.2,0,loglist class
jEdit-4.2,0,removekeybind method
jEdit-4.2,0,method
jEdit-4.2,0,getnam method
jEdit-4.2,0,inner class
jEdit-4.2,0,paint method
jEdit-4.2,0,resulticon class
jEdit-4.2,0,tri static method
jEdit-4.2,0,parsekeystrok method
jEdit-4.2,0,isopaqu method
jEdit-4.2,0,normalis all other whitespac singl space
jEdit-4.2,0,privat member
jEdit-4.2,0,privat member
jEdit-4.2,0,editabbrevdialog constructor
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,handl ordinari abbrev
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,clear method
jEdit-4.2,0,
jEdit-4.2,0,reinit callstack
jEdit-4.2,0,mayb show add abbrev dialog
jEdit-4.2,0,have necessari jdk packag and option packag
jEdit-4.2,0,getglobalabbrev method
jEdit-4.2,0,guess thi when pass argument set local
jEdit-4.2,0,not comment creat subexpress token
jEdit-4.2,0,addcompon method
jEdit-4.2,0,setproperti method
jEdit-4.2,0,add instruct bytecod method
jEdit-4.2,0,add instruct bytecod method
jEdit-4.2,0,add instruct bytecod method
jEdit-4.2,0,add instruct bytecod method
jEdit-4.2,0,add instruct bytecod method
jEdit-4.2,0,getsiz method
jEdit-4.2,0,setglobalabbrev method
jEdit-4.2,0,removetoolbar method
jEdit-4.2,0,method
jEdit-4.2,0,addtoolbar method
jEdit-4.2,0,case
jEdit-4.2,0,should pass on but shouldn
jEdit-4.2,0,getmodel method
jEdit-4.2,0,propertieschang method
jEdit-4.2,0,savehistori method
jEdit-4.2,0,isprefixact method
jEdit-4.2,0,method
jEdit-4.2,0,getkeybind method
jEdit-4.2,0,privat member
jEdit-4.2,0,hash tabl attribut found current start tag
jEdit-4.2,0,ignor
jEdit-4.2,0,gener hash code
jEdit-4.2,0,unmatch right paren throw except
jEdit-4.2,0,place toolbar bottom group
jEdit-4.2,0,need carri over file name and first line glob becaus they not given xmode handler but instead fill catalog loader
jEdit-4.2,0,additem method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,loadhistori method
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,store prefix name bind hashtabl
jEdit-4.2,0,privat member
jEdit-4.2,0,toolbarmanag constructor
jEdit-4.2,0,
jEdit-4.2,0,select appropri tree node
jEdit-4.2,0,getelementat method
jEdit-4.2,0,privat member
jEdit-4.2,0,
jEdit-4.2,0,entri class
jEdit-4.2,0,dispos method
jEdit-4.2,0,helpsearchpanel constructor
jEdit-4.2,0,mousehandl class
jEdit-4.2,0,removetoolbar method
jEdit-4.2,0,actionhandl class
jEdit-4.2,0,privat member
jEdit-4.2,0,ok book
jEdit-4.2,0,set proxi authent
jEdit-4.2,0,expand buffer necessari
jEdit-4.2,0,privat member
jEdit-4.2,0,
jEdit-4.2,0,check next charact
jEdit-4.2,0,
jEdit-4.2,0,match ani charact oper except possibl newlin and null
jEdit-4.2,0,jarclassload constructor
jEdit-4.2,0,need thi macro
jEdit-4.2,0,goto
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,skip whitespac start
jEdit-4.2,0,accept method
jEdit-4.2,0,getnam method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,system
jEdit-4.2,0,instanc member
jEdit-4.2,0,return valu
